date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2016-12-08,2016,12,08,52.7,51.3,9999.9,5.3,8.0,14.0,999.9,55.6,48.4,99.99,999.9,0
2016-07-30,2016,07,30,65.5,53.0,9999.9,7.2,4.4,7.0,999.9,71.6,60.8,0.01,999.9,0
2016-12-29,2016,12,29,36.0,34.6,9999.9,4.1,2.5,7.0,999.9,48.2,25.7,0.01,999.9,1
2016-03-08,2016,03,08,38.8,31.7,9999.9,6.6,7.2,14.0,999.9,48.2,28.4,0.01,999.9,0
2016-12-24,2016,12,24,47.1,40.9,9999.9,6.1,12.1,18.1,27.0,50.0,41.0,0.06,999.9,0
2016-05-17,2016,05,17,55.3,47.0,9999.9,6.0,7.7,15.0,999.9,64.4,46.2,99.99,999.9,0
2016-03-19,2016,03,19,44.3,36.1,9999.9,7.0,7.3,9.9,999.9,48.2,42.3,99.99,999.9,0
2016-10-20,2016,10,20,51.6,45.5,9999.9,6.7,5.8,11.1,999.9,59.0,46.4,99.99,999.9,0
2016-03-18,2016,03,18,41.1,36.7,9999.9,5.1,5.8,11.1,999.9,45.5,34.7,99.99,999.9,1
2016-05-09,2016,05,09,65.5,52.3,9999.9,6.7,8.2,15.9,999.9,75.9,58.1,0.01,999.9,0
2016-11-14,2016,11,14,49.3,47.1,9999.9,5.8,7.2,14.0,999.9,55.4,41.0,0.01,999.9,0
2016-05-18,2016,05,18,53.8,49.3,9999.9,6.6,8.6,12.0,999.9,57.2,50.0,0.16,999.9,0
2016-01-02,2016,01,02,49.8,47.6,9999.9,4.8,13.1,17.1,999.9,52.3,46.0,0.07,999.9,0
2016-04-14,2016,04,14,53.4,42.3,9999.9,7.2,6.2,11.1,24.1,61.7,46.0,0.02,999.9,0
2016-01-06,2016,01,06,43.7,41.9,9999.9,3.9,3.4,9.9,999.9,46.9,40.6,0.01,999.9,1
2016-01-05,2016,01,05,45.7,43.6,9999.9,6.0,5.5,11.1,999.9,50.2,41.0,0.02,999.9,1
2016-01-03,2016,01,03,46.0,43.2,9999.9,5.8,10.5,18.1,27.0,50.0,41.0,0.26,999.9,0
2016-07-14,2016,07,14,61.3,47.7,9999.9,7.1,5.8,8.9,999.9,71.1,51.8,0.08,999.9,0
2016-01-11,2016,01,11,42.9,40.1,9999.9,6.3,7.7,11.1,15.9,45.0,39.2,0.45,999.9,0
2016-09-05,2016,09,05,64.6,61.4,9999.9,6.0,6.0,8.9,22.0,72.5,56.7,0.09,999.9,0
2016-03-27,2016,03,27,46.3,40.1,9999.9,6.2,13.0,22.9,36.9,51.8,41.9,0.17,999.9,0
2016-10-31,2016,10,31,54.7,50.8,9999.9,2.5,2.1,4.1,999.9,66.2,46.4,0.01,999.9,1
2016-12-15,2016,12,15,47.6,46.5,9999.9,4.6,6.0,8.9,999.9,52.0,40.1,0.0,999.9,0
2016-02-07,2016,02,07,45.2,38.1,9999.9,6.8,14.4,25.1,35.9,50.0,41.0,0.27,999.9,0
2016-03-12,2016,03,12,43.2,37.1,9999.9,1.9,3.1,6.0,999.9,51.8,37.0,0.0,999.9,1
2016-02-04,2016,02,04,49.5,43.6,9999.9,6.4,10.9,17.1,999.9,57.2,37.9,0.0,999.9,0
2016-09-16,2016,09,16,61.2,55.4,9999.9,5.8,7.3,12.0,999.9,66.6,55.4,0.52,999.9,0
2016-06-23,2016,06,23,66.5,65.9,9999.9,5.1,5.1,11.1,999.9,69.8,59.0,0.8,999.9,0
2016-04-23,2016,04,23,45.1,33.1,9999.9,6.5,6.0,11.1,999.9,51.8,37.4,0.23,999.9,0
2016-03-11,2016,03,11,40.8,35.0,9999.9,2.2,2.9,7.0,999.9,52.2,31.6,0.01,999.9,1
2016-06-27,2016,06,27,63.9,53.6,9999.9,6.4,7.3,11.1,17.1,69.8,57.7,0.05,999.9,0
2016-11-09,2016,11,09,43.3,41.0,9999.9,5.4,8.4,15.9,27.0,49.1,37.4,0.66,999.9,0
2016-03-04,2016,03,04,41.2,32.6,9999.9,6.1,9.8,21.0,28.0,46.4,33.8,0.09,999.9,0
2016-05-10,2016,05,10,60.7,58.5,9999.9,3.4,6.2,9.9,999.9,62.6,59.0,0.1,999.9,0
2016-06-11,2016,06,11,65.3,56.8,9999.9,6.2,4.6,11.1,999.9,71.6,59.0,0.0,999.9,0
2016-02-01,2016,02,01,54.1,45.2,9999.9,6.2,17.7,24.1,35.0,59.0,49.1,0.05,999.9,0
2016-04-11,2016,04,11,52.5,46.9,9999.9,5.0,6.0,9.9,999.9,57.6,47.8,0.05,999.9,0
2016-03-26,2016,03,26,49.0,44.7,9999.9,5.8,13.7,24.1,35.0,57.2,42.4,0.0,999.9,0
2016-04-13,2016,04,13,52.4,39.5,9999.9,6.7,4.1,11.1,999.9,64.4,38.8,0.0,999.9,1
2016-06-18,2016,06,18,57.9,52.2,9999.9,7.0,4.7,8.0,999.9,62.6,53.6,0.12,999.9,0
2016-02-22,2016,02,22,47.7,39.6,9999.9,5.8,8.7,18.1,999.9,53.6,39.2,0.06,999.9,0
2016-03-31,2016,03,31,47.1,34.8,9999.9,6.7,3.9,8.0,999.9,53.6,40.1,0.0,999.9,0
2016-11-18,2016,11,18,40.9,35.9,9999.9,6.9,9.7,15.0,999.9,51.8,35.6,0.03,999.9,0
2016-08-26,2016,08,26,71.1,54.2,9999.9,5.4,4.9,8.9,999.9,80.6,62.6,0.0,999.9,0
2016-12-03,2016,12,03,42.3,35.9,9999.9,6.2,6.2,13.0,999.9,48.4,36.7,0.01,999.9,0
2016-06-21,2016,06,21,63.3,54.0,9999.9,7.0,8.2,13.0,999.9,68.4,57.2,0.42,999.9,0
2016-04-03,2016,04,03,51.8,45.0,9999.9,4.7,7.2,9.9,999.9,60.8,44.6,0.13,999.9,0
2016-03-29,2016,03,29,45.8,37.2,9999.9,7.2,11.6,18.1,28.0,54.3,39.9,0.13,999.9,0
2016-12-13,2016,12,13,50.9,50.4,9999.9,5.2,6.5,9.9,18.1,55.4,44.6,0.04,999.9,0
2016-01-13,2016,01,13,40.4,34.4,9999.9,6.2,9.9,17.1,18.1,44.6,35.6,0.02,999.9,0
2016-04-20,2016,04,20,48.8,37.1,9999.9,6.4,9.1,14.0,999.9,57.9,39.2,0.0,999.9,0
2016-08-30,2016,08,30,67.1,52.4,9999.9,6.7,5.0,11.1,17.1,79.2,55.4,0.0,999.9,0
2016-10-19,2016,10,19,52.0,44.1,9999.9,6.7,7.3,11.1,999.9,56.3,46.4,0.0,999.9,1
2016-06-02,2016,06,02,52.2,46.6,9999.9,6.4,9.6,13.0,26.0,57.2,49.5,0.0,999.9,0
2016-09-04,2016,09,04,63.8,56.5,9999.9,6.4,11.5,16.9,27.0,69.8,47.8,0.19,999.9,1
2016-08-06,2016,08,06,66.6,54.1,9999.9,7.0,7.6,14.0,999.9,79.2,54.9,0.0,999.9,0
2016-02-28,2016,02,28,40.6,28.6,9999.9,6.4,8.7,15.0,999.9,46.4,36.7,0.0,999.9,0
2016-04-01,2016,04,01,45.9,36.1,9999.9,6.0,7.7,15.0,999.9,55.4,33.6,0.0,999.9,0
2016-11-02,2016,11,02,43.4,37.0,9999.9,5.3,4.4,7.0,999.9,51.8,35.6,0.0,999.9,1
2016-09-14,2016,09,14,72.6,60.3,9999.9,6.3,6.3,13.0,999.9,81.5,62.6,0.0,999.9,0
2016-12-05,2016,12,05,37.4,34.7,9999.9,4.4,3.0,5.1,999.9,46.4,29.8,0.0,999.9,1
2016-05-05,2016,05,05,56.8,35.7,9999.9,7.0,6.6,12.0,999.9,68.9,42.6,0.0,999.9,0
2016-09-23,2016,09,23,57.7,46.2,9999.9,7.2,5.5,9.9,999.9,68.4,48.0,0.0,999.9,0
2016-07-18,2016,07,18,72.3,55.3,9999.9,6.4,3.9,8.9,17.1,84.6,60.1,0.0,999.9,0
2016-10-06,2016,10,06,53.2,41.4,9999.9,6.7,7.7,15.0,25.1,60.8,46.4,0.0,999.9,0
2016-10-28,2016,10,28,56.8,51.1,9999.9,6.8,6.9,13.0,999.9,62.6,50.0,0.0,999.9,0
2016-09-15,2016,09,15,69.4,60.6,9999.9,6.3,5.1,11.1,20.0,83.3,59.0,0.0,999.9,0
2016-10-27,2016,10,27,52.9,49.2,9999.9,4.4,7.9,13.0,999.9,61.2,46.0,0.0,999.9,1
2016-03-13,2016,03,13,42.7,35.9,9999.9,3.6,6.5,11.1,999.9,52.2,37.4,0.0,999.9,1
2016-02-18,2016,02,18,39.3,32.9,9999.9,5.9,5.6,8.9,999.9,46.4,33.8,0.35,999.9,0
2016-11-10,2016,11,10,43.9,40.4,9999.9,6.6,7.4,14.0,26.0,52.2,37.4,0.25,999.9,0
2016-10-24,2016,10,24,51.9,45.3,9999.9,6.3,6.0,8.9,999.9,55.8,48.2,99.99,999.9,1
2016-10-16,2016,10,16,55.0,51.0,9999.9,6.3,8.2,15.0,27.0,64.4,45.1,0.24,999.9,1
2016-06-01,2016,06,01,54.9,51.6,9999.9,6.2,8.3,12.0,28.9,57.2,51.8,99.99,999.9,0
2016-10-30,2016,10,30,50.8,49.4,9999.9,1.2,2.8,7.0,999.9,53.6,46.4,99.99,999.9,1
2016-10-15,2016,10,15,54.2,48.5,9999.9,5.3,5.8,12.0,999.9,63.0,47.7,0.16,999.9,0
2016-06-13,2016,06,13,61.1,55.9,9999.9,6.6,8.4,12.0,999.9,66.2,55.4,0.12,999.9,0
2016-07-17,2016,07,17,71.2,61.5,9999.9,7.0,9.4,15.0,999.9,80.1,63.9,99.99,999.9,0
2016-12-31,2016,12,31,42.8,42.5,9999.9,3.5,5.7,11.1,15.0,48.2,36.0,99.99,999.9,1
2016-10-08,2016,10,08,55.6,50.3,9999.9,6.4,4.5,8.9,999.9,61.2,51.8,99.99,999.9,0
2016-12-09,2016,12,09,53.6,52.5,9999.9,4.1,7.9,11.1,18.1,59.0,50.0,99.99,999.9,0
2016-03-24,2016,03,24,46.5,40.2,9999.9,5.4,8.3,15.0,999.9,51.8,41.0,0.04,999.9,0
2016-12-28,2016,12,28,36.0,34.7,9999.9,4.0,2.9,7.0,999.9,46.4,28.0,0.01,999.9,1
2016-02-17,2016,02,17,39.6,33.7,9999.9,6.5,8.2,14.0,19.0,43.5,32.9,0.12,999.9,0
2016-05-23,2016,05,23,57.1,45.0,9999.9,7.2,6.1,11.1,18.1,66.6,48.2,0.04,999.9,0
2016-05-20,2016,05,20,59.1,50.2,9999.9,6.1,10.7,18.1,999.9,66.2,55.4,99.99,999.9,0
2016-09-09,2016,09,09,66.3,58.3,9999.9,6.3,10.9,16.9,27.0,73.8,59.0,99.99,999.9,0
2016-09-12,2016,09,12,65.3,57.0,9999.9,6.4,6.3,11.1,999.9,77.0,51.1,99.99,999.9,0
2016-06-15,2016,06,15,59.2,52.3,9999.9,7.0,8.2,15.9,999.9,67.1,53.4,0.12,999.9,0
2016-12-12,2016,12,12,44.9,43.6,9999.9,4.4,5.7,9.9,999.9,51.8,35.6,0.0,999.9,1
2016-10-10,2016,10,10,49.2,42.6,9999.9,7.0,4.3,8.0,999.9,57.2,41.0,99.99,999.9,0
2016-10-29,2016,10,29,55.8,52.7,9999.9,4.2,2.4,5.1,999.9,59.4,49.5,99.99,999.9,1
2016-10-11,2016,10,11,50.4,43.4,9999.9,6.5,3.4,8.0,15.0,62.1,40.8,99.99,999.9,0
2016-06-14,2016,06,14,59.8,55.1,9999.9,6.4,9.1,14.0,999.9,66.2,55.4,0.15,999.9,0
2016-07-13,2016,07,13,58.9,49.5,9999.9,6.7,6.1,13.0,999.9,68.0,53.6,0.21,999.9,0
2016-01-16,2016,01,16,36.1,30.7,9999.9,6.5,4.8,8.0,999.9,41.0,30.2,0.0,999.9,0
2016-03-01,2016,03,01,47.8,43.0,9999.9,6.3,13.8,20.0,30.9,55.4,39.2,0.01,999.9,0
2016-09-07,2016,09,07,71.0,59.8,9999.9,6.9,4.4,8.9,999.9,81.9,64.4,0.0,999.9,0
2016-11-21,2016,11,21,47.8,46.9,9999.9,4.5,8.8,15.0,28.0,53.8,41.0,0.4,999.9,0
2016-08-25,2016,08,25,73.1,64.2,9999.9,6.3,3.6,6.0,999.9,81.0,65.8,0.1,999.9,0
2016-08-03,2016,08,03,68.1,58.5,9999.9,6.5,13.7,18.1,27.0,75.2,60.8,0.01,999.9,0
2016-01-19,2016,01,19,33.3,24.1,9999.9,6.2,1.8,4.1,999.9,41.0,27.1,0.0,999.9,0
2016-11-08,2016,11,08,37.6,33.1,9999.9,5.8,5.3,7.0,999.9,42.8,30.2,0.0,999.9,0
2016-02-19,2016,02,19,41.1,36.2,9999.9,5.9,8.8,16.9,999.9,50.0,29.7,0.01,999.9,0
2016-08-04,2016,08,04,65.0,53.7,9999.9,6.5,12.7,17.1,999.9,73.4,59.0,0.0,999.9,0
2016-03-10,2016,03,10,43.7,39.8,9999.9,4.3,4.2,6.0,999.9,48.2,37.4,0.37,999.9,0
2016-11-07,2016,11,07,42.4,36.2,9999.9,6.6,7.6,12.0,26.0,46.8,35.6,0.06,999.9,0
2016-12-27,2016,12,27,36.3,33.2,9999.9,5.8,2.5,8.9,999.9,43.7,30.2,0.0,999.9,0
2016-09-03,2016,09,03,61.6,56.6,9999.9,6.6,9.1,15.0,999.9,69.8,51.8,0.01,999.9,0
2016-09-27,2016,09,27,60.4,55.8,9999.9,6.3,8.7,15.0,999.9,67.1,48.4,0.03,999.9,0
2016-09-25,2016,09,25,61.7,51.2,9999.9,6.9,10.6,16.9,28.0,68.0,51.8,0.06,999.9,0
2016-11-28,2016,11,28,43.3,32.4,9999.9,6.3,7.8,15.0,999.9,48.2,35.6,0.0,999.9,0
2016-04-28,2016,04,28,44.7,32.9,9999.9,6.4,9.9,17.1,27.0,53.6,32.0,0.0,999.9,0
2016-06-20,2016,06,20,63.1,59.3,9999.9,6.1,10.3,16.9,999.9,71.8,59.0,0.09,999.9,0
2016-01-04,2016,01,04,45.4,42.7,9999.9,6.1,7.7,12.0,17.1,51.6,41.0,0.28,999.9,0
2016-02-02,2016,02,02,46.8,36.0,9999.9,6.3,15.4,22.9,34.0,50.0,40.5,0.0,999.9,0
2016-04-27,2016,04,27,43.2,30.4,9999.9,7.2,6.1,14.0,999.9,51.8,33.8,0.01,999.9,1
2016-03-30,2016,03,30,47.1,37.4,9999.9,6.9,8.1,15.0,999.9,54.3,40.3,0.2,999.9,0
2016-07-22,2016,07,22,68.6,59.8,9999.9,7.0,3.5,5.1,999.9,73.8,62.6,0.02,999.9,0
2016-03-14,2016,03,14,44.0,30.4,9999.9,5.8,10.4,17.1,26.0,52.5,38.3,0.0,999.9,0
2016-05-30,2016,05,30,57.4,49.9,9999.9,6.3,8.3,12.0,25.1,63.7,53.4,0.0,999.9,0
2016-07-16,2016,07,16,69.7,60.9,9999.9,7.1,10.1,13.0,999.9,78.8,62.6,0.0,999.9,0
2016-09-24,2016,09,24,63.6,52.3,9999.9,6.9,9.0,17.1,26.0,72.0,49.6,0.0,999.9,0
2016-02-12,2016,02,12,38.7,34.8,9999.9,6.5,6.4,12.0,999.9,43.2,32.9,0.01,999.9,0
2016-02-09,2016,02,09,41.6,34.1,9999.9,6.3,10.8,20.0,29.9,46.4,36.1,0.07,999.9,0
2016-11-01,2016,11,01,48.3,45.7,9999.9,3.2,3.8,8.9,999.9,54.7,42.8,0.0,999.9,1
2016-11-16,2016,11,16,53.7,49.9,9999.9,7.0,11.5,17.1,28.0,57.2,48.2,0.01,999.9,0
2016-11-06,2016,11,06,39.9,33.4,9999.9,6.2,7.6,13.0,20.0,45.5,35.1,0.0,999.9,0
2016-02-16,2016,02,16,36.5,29.4,9999.9,6.1,5.4,12.0,22.0,45.3,26.1,0.0,999.9,0
2016-05-08,2016,05,08,68.3,46.8,9999.9,6.2,8.4,16.9,22.0,79.5,55.4,0.0,999.9,0
2016-10-21,2016,10,21,50.7,44.9,9999.9,6.3,4.8,8.0,999.9,55.8,44.6,0.0,999.9,0
2016-08-14,2016,08,14,66.2,48.5,9999.9,7.1,3.8,8.0,999.9,73.4,59.0,0.0,999.9,0
2016-07-09,2016,07,09,66.3,56.8,9999.9,6.4,11.1,17.1,26.0,73.4,59.0,0.0,999.9,0
2016-12-06,2016,12,06,43.7,43.7,9999.9,1.5,3.7,8.0,999.9,50.9,34.9,0.0,999.9,1
2016-05-07,2016,05,07,64.1,49.2,9999.9,5.3,6.1,15.0,999.9,73.4,53.6,0.0,999.9,0
2016-09-01,2016,09,01,64.1,52.8,9999.9,6.5,6.3,12.0,17.1,75.6,55.4,0.0,999.9,0
2016-11-29,2016,11,29,35.2,27.5,9999.9,6.3,3.3,7.0,999.9,44.6,28.4,0.0,999.9,0
2016-07-21,2016,07,21,67.2,54.9,9999.9,6.7,5.5,9.9,999.9,77.4,57.2,99.99,999.9,0
2016-06-12,2016,06,12,61.5,57.2,9999.9,6.2,6.9,9.9,15.9,69.3,57.2,0.16,999.9,0
2016-07-29,2016,07,29,66.3,58.7,9999.9,6.4,8.4,12.0,999.9,72.5,60.8,0.01,999.9,0
2016-05-21,2016,05,21,58.5,53.1,9999.9,6.2,11.3,15.9,28.0,64.4,54.7,0.01,999.9,0
2016-10-17,2016,10,17,54.3,49.9,9999.9,6.2,7.6,14.0,999.9,62.6,49.5,0.11,999.9,0
2016-04-02,2016,04,02,50.3,37.7,9999.9,6.0,7.6,13.0,999.9,57.9,45.9,99.99,999.9,0
2016-07-10,2016,07,10,65.8,58.4,9999.9,6.6,12.5,19.0,28.9,73.4,60.8,99.99,999.9,0
2016-12-19,2016,12,19,42.1,41.1,9999.9,2.3,3.6,6.0,999.9,44.6,39.2,0.03,999.9,0
2016-11-03,2016,11,03,43.5,38.2,9999.9,6.0,5.0,12.0,999.9,53.6,35.1,99.99,999.9,0
2016-03-20,2016,03,20,45.3,36.5,9999.9,6.7,5.4,8.9,999.9,51.8,40.8,99.99,999.9,0
2016-12-10,2016,12,10,52.8,52.2,9999.9,5.0,8.4,15.0,27.0,56.3,44.6,0.03,999.9,0
2016-01-27,2016,01,27,52.7,48.5,9999.9,5.8,17.0,23.9,36.9,55.8,44.6,0.12,999.9,0
2016-12-02,2016,12,02,42.7,39.7,9999.9,5.7,2.3,5.1,999.9,46.4,37.4,99.99,999.9,0
2016-11-15,2016,11,15,56.6,54.2,9999.9,5.9,8.4,11.1,999.9,60.8,53.6,99.99,999.9,0
2016-09-10,2016,09,10,64.0,60.2,9999.9,6.0,9.4,13.0,24.1,66.4,51.8,0.12,999.9,0
2016-08-01,2016,08,01,59.6,52.0,9999.9,6.9,6.8,13.0,999.9,66.2,53.6,0.03,999.9,0
2016-08-19,2016,08,19,63.4,59.7,9999.9,5.2,8.8,14.0,22.9,66.2,60.8,0.08,999.9,0
2016-01-10,2016,01,10,42.9,38.0,9999.9,6.6,9.6,15.9,999.9,48.4,39.2,0.43,999.9,0
2016-12-14,2016,12,14,48.8,44.5,9999.9,4.5,4.9,11.1,999.9,57.2,42.8,0.01,999.9,1
2016-04-09,2016,04,09,46.3,38.6,9999.9,6.5,8.4,13.0,22.9,53.6,37.4,0.02,999.9,0
2016-07-04,2016,07,04,61.8,54.6,9999.9,6.9,8.0,14.0,21.0,68.4,51.8,0.0,999.9,0
2016-02-29,2016,02,29,40.6,29.8,9999.9,7.2,4.6,11.1,999.9,48.6,32.0,99.99,999.9,0
2016-09-22,2016,09,22,61.4,55.3,9999.9,5.5,6.6,13.0,999.9,68.0,53.6,99.99,999.9,0
2016-01-26,2016,01,26,48.4,44.7,9999.9,6.0,13.8,23.9,35.0,52.5,41.0,0.12,999.9,0
2016-11-12,2016,11,12,47.9,45.8,9999.9,4.7,5.3,9.9,999.9,51.8,36.9,0.35,999.9,0
2016-10-18,2016,10,18,51.4,43.6,9999.9,6.3,10.1,15.9,27.0,57.2,48.2,0.01,999.9,0
2016-08-20,2016,08,20,62.8,55.3,9999.9,6.2,13.9,22.0,34.0,69.8,57.7,0.02,999.9,0
2016-04-08,2016,04,08,47.7,39.9,9999.9,7.0,6.2,9.9,999.9,57.2,37.4,0.26,999.9,0
2016-03-06,2016,03,06,38.9,30.6,9999.9,6.6,5.7,11.1,999.9,44.6,32.9,0.02,999.9,0
2016-01-09,2016,01,09,47.5,43.9,9999.9,6.9,11.0,19.0,25.1,51.8,42.8,0.0,999.9,0
2016-01-17,2016,01,17,36.3,33.2,9999.9,5.0,6.4,13.0,999.9,39.6,32.0,0.07,999.9,0
2016-04-05,2016,04,05,51.1,40.3,9999.9,6.2,7.6,13.0,999.9,59.4,44.6,0.01,999.9,0
2016-04-10,2016,04,10,45.9,35.0,9999.9,6.9,9.7,18.1,28.0,55.4,32.0,0.06,999.9,0
2016-07-23,2016,07,23,71.4,58.1,9999.9,6.7,5.6,11.1,22.0,82.4,58.8,0.02,999.9,0
2016-04-26,2016,04,26,42.3,30.2,9999.9,6.7,8.5,14.0,22.0,50.4,35.6,0.03,999.9,0
2016-02-11,2016,02,11,37.8,31.9,9999.9,5.7,3.5,8.9,999.9,47.1,30.0,0.02,999.9,0
2016-10-13,2016,10,13,51.4,45.0,9999.9,5.9,6.7,12.0,999.9,55.4,46.4,0.2,999.9,0
2016-03-25,2016,03,25,50.8,39.8,9999.9,5.9,6.8,11.1,999.9,59.0,44.6,0.31,999.9,1
2016-07-15,2016,07,15,61.4,53.5,9999.9,6.7,8.4,13.0,999.9,67.1,51.3,0.0,999.9,0
2016-06-26,2016,06,26,60.0,53.4,9999.9,6.6,9.2,15.0,999.9,68.0,53.4,0.06,999.9,0
2016-06-29,2016,06,29,57.7,54.1,9999.9,6.4,11.9,17.1,28.0,60.8,51.6,0.08,999.9,0
2016-05-01,2016,05,01,49.5,36.7,9999.9,7.0,7.4,14.0,22.9,60.8,35.4,0.01,999.9,1
2016-09-06,2016,09,06,70.1,65.0,9999.9,6.3,6.4,8.0,999.9,75.2,64.4,0.03,999.9,0
2016-04-15,2016,04,15,50.0,47.1,9999.9,5.5,4.2,8.9,999.9,57.2,46.4,0.1,999.9,0
2016-01-24,2016,01,24,53.6,51.1,9999.9,5.6,8.6,12.0,19.0,59.0,46.0,0.04,999.9,0
2016-02-24,2016,02,24,38.3,27.2,9999.9,6.2,2.5,7.0,999.9,46.4,28.9,0.0,999.9,0
2016-03-09,2016,03,09,46.2,42.5,9999.9,5.3,8.6,16.9,26.0,51.8,42.8,0.46,999.9,0
2016-03-05,2016,03,05,37.4,32.1,9999.9,5.9,5.5,14.0,26.0,44.6,30.2,0.0,999.9,0
2016-06-08,2016,06,08,65.5,59.5,9999.9,5.1,3.6,8.9,999.9,77.0,57.2,0.46,999.9,0
2016-05-15,2016,05,15,53.2,39.0,9999.9,6.6,5.1,9.9,999.9,62.4,41.0,0.0,999.9,0
2016-06-06,2016,06,06,64.4,45.6,9999.9,5.8,6.7,11.1,999.9,76.1,51.8,0.0,999.9,0
2016-02-25,2016,02,25,35.8,26.5,9999.9,6.3,4.3,8.0,999.9,42.8,28.8,0.0,999.9,0
2016-07-31,2016,07,31,64.6,49.0,9999.9,7.2,5.9,12.0,999.9,71.6,55.4,0.0,999.9,0
2016-06-04,2016,06,04,59.9,55.6,9999.9,5.0,4.1,6.0,999.9,66.2,53.6,0.0,999.9,0
2016-01-20,2016,01,20,32.5,27.3,9999.9,5.1,2.7,8.0,999.9,46.4,23.9,0.0,999.9,0
2016-06-03,2016,06,03,52.3,46.4,9999.9,6.6,5.9,8.9,999.9,57.4,48.2,0.0,999.9,0
2016-12-20,2016,12,20,41.6,39.0,9999.9,4.3,5.9,8.9,999.9,44.8,39.2,0.0,999.9,0
2016-06-05,2016,06,05,62.9,54.2,9999.9,5.6,5.8,8.0,999.9,75.2,53.1,0.0,999.9,0
2016-12-16,2016,12,16,49.2,48.0,9999.9,3.7,3.6,7.0,999.9,50.9,44.6,0.0,999.9,0
2016-09-08,2016,09,08,66.2,53.5,9999.9,6.5,9.2,17.1,25.1,73.8,59.0,0.0,999.9,0
2016-01-30,2016,01,30,45.9,37.3,9999.9,6.0,14.1,20.0,27.0,51.8,39.2,0.22,999.9,0
2016-07-11,2016,07,11,63.3,57.0,9999.9,6.2,12.7,18.1,27.0,71.6,59.0,0.01,999.9,0
2016-06-19,2016,06,19,60.5,54.3,9999.9,6.5,8.5,14.0,22.9,68.2,51.8,0.0,999.9,0
2016-04-29,2016,04,29,46.3,34.2,9999.9,6.7,11.1,18.1,30.9,52.2,40.5,0.06,999.9,0
2016-04-17,2016,04,17,44.1,30.8,9999.9,7.1,4.2,8.0,999.9,52.5,32.5,0.01,999.9,0
2016-10-02,2016,10,02,53.1,46.2,9999.9,6.2,4.9,8.0,999.9,62.8,44.6,0.17,999.9,0
2016-06-24,2016,06,24,62.5,54.1,9999.9,6.6,9.4,18.1,999.9,71.6,52.3,0.28,999.9,0
2016-06-28,2016,06,28,59.7,50.0,9999.9,6.6,7.2,14.0,27.0,69.8,51.4,0.0,999.9,0
2016-02-03,2016,02,03,41.8,33.5,9999.9,6.4,10.4,18.1,999.9,50.0,35.8,0.01,999.9,0
2016-11-30,2016,11,30,32.3,27.8,9999.9,5.3,3.4,6.0,999.9,44.6,24.8,0.0,999.9,0
2016-12-17,2016,12,17,43.3,43.1,9999.9,0.7,2.8,7.0,999.9,46.4,38.8,0.0,999.9,1
2016-03-21,2016,03,21,47.7,37.6,9999.9,6.3,4.7,9.9,999.9,53.6,41.0,0.0,999.9,0
2016-05-26,2016,05,26,57.6,45.7,9999.9,6.6,4.4,11.1,999.9,69.8,44.6,0.0,999.9,0
2016-09-13,2016,09,13,74.7,59.8,9999.9,7.0,5.0,12.0,999.9,89.8,59.0,0.0,999.9,1
